hhid,account_num,account_type,weight,district,urban,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco,mm_account_telco_main,v234,agent_trust,v236,v237,v238,v240,v241,v242,v243,v244,v245,v246
1099,1,Mobile Money,524.67599,District_A,Rural,male,54,8,primary 4,no,yes,no,Company_A Company_B,Company_A,no,no,,no,no,yes,yes,no,yes,yes,no,no
1099,2,SACCO Account,524.67599,District_A,Rural,male,54,8,primary 4,no,yes,no,Company_A Company_B,Company_A,no,no,,no,no,yes,yes,no,yes,yes,no,no
1099,3,VSLA Account,524.67599,District_A,Rural,male,54,8,primary 4,no,yes,no,Company_A Company_B,Company_A,no,no,,no,no,yes,yes,no,yes,yes,no,no
1100,1,Mobile Money,140.64762,District_A,Rural,male,39,4,other,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,yes,yes,yes,yes
1100,2,Bank Account,140.64762,District_A,Rural,male,39,4,other,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,yes,yes,yes,yes
1100,3,VSLA Account,140.64762,District_A,Rural,male,39,4,other,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,yes,yes,yes,yes
1101,1,Mobile Money,319.95937,District_C,Rural,female,59,3,secondary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,no,,no,no
1101,2,SACCO Account,319.95937,District_C,Rural,female,59,3,secondary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,no,,no,no
1101,3,VSLA Account,319.95937,District_C,Rural,female,59,3,secondary 3,no,yes,no,Company_A,,yes,no,,yes,yes,no,no,no,no,,no,no
1102,1,Mobile Money,133.36605,District_A,Rural,female,37,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,yes,no,yes,,no,no
1102,2,SACCO Account,133.36605,District_A,Rural,female,37,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,yes,no,yes,,no,no
1102,3,VSLA Account,133.36605,District_A,Rural,female,37,4,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,,,no,no,no,yes,no,yes,,no,no
1103,1,Mobile Money,574.95698,District_C,Rural,male,24,4,secondary 2,no,yes,yes,Company_B,,yes,yes,,yes,yes,no,yes,no,no,,no,no
1104,1,Mobile Money,458.39316,District_B,Rural,female,19,9,secondary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,no,,no,no
1104,2,Bank Account,458.39316,District_B,Rural,female,19,9,secondary 6,no,yes,no,Company_B,,yes,no,,no,yes,no,yes,no,no,,no,no
1105,1,None,640.10944,District_C,Rural,female,68,5,primary 6,yes,yes,no,,,,no,,yes,yes,no,no,no,no,,no,no
1106,1,Mobile Money,224.36956,District_B,Rural,female,38,8,primary 3,no,yes,no,Company_A,,no,no,,yes,no,yes,no,no,yes,,no,no
1106,2,SACCO Account,224.36956,District_B,Rural,female,38,8,primary 3,no,yes,no,Company_A,,no,no,,yes,no,yes,no,no,yes,,no,no
1107,1,None,886.25262,District_A,Urban,female,22,6,secondary 6,yes,yes,no,,,,,,yes,yes,no,no,no,yes,yes,yes,no
1108,1,Mobile Money,625.85185,District_A,Urban,female,36,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,no,,no,no
1108,2,SACCO Account,625.85185,District_A,Urban,female,36,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,no,,no,no
1109,1,Mobile Money,625.85185,District_A,Urban,male,29,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
1109,2,Bank Account,625.85185,District_A,Urban,male,29,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
1109,3,SACCO Account,625.85185,District_A,Urban,male,29,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
1109,4,VSLA Account,625.85185,District_A,Urban,male,29,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no
1110,1,SACCO Account,185.88798,District_B,Rural,female,45,4,,yes,yes,yes,,,,,,no,yes,no,no,no,no,,no,no
1110,2,VSLA Account,185.88798,District_B,Rural,female,45,4,,yes,yes,yes,,,,,,no,yes,no,no,no,no,,no,no
1111,1,Mobile Money,176.62652,District_A,Rural,male,32,3,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,no,yes,no,yes,no,yes,,no,no
1112,1,Mobile Money,933.90123,District_B,Rural,male,38,4,primary 6,no,yes,no,Company_A,,,yes,no,no,no,no,no,no,no,no,no,no
1112,2,SACCO Account,933.90123,District_B,Rural,male,38,4,primary 6,no,yes,no,Company_A,,,yes,no,no,no,no,no,no,no,no,no,no
1112,3,VSLA Account,933.90123,District_B,Rural,male,38,4,primary 6,no,yes,no,Company_A,,,yes,no,no,no,no,no,no,no,no,no,no
1113,1,Mobile Money,433.18154,District_B,Rural,male,25,3,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no
1114,1,Mobile Money,129.62215,District_A,Rural,male,26,6,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,yes,,no,no,no,no,no,no,,yes,no
1114,2,Bank Account,129.62215,District_A,Rural,male,26,6,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,yes,,no,no,no,no,no,no,,yes,no
1114,3,VSLA Account,129.62215,District_A,Rural,male,26,6,secondary 6,no,yes,no,Company_A Company_B Company_C,Company_B,yes,yes,,no,no,no,no,no,no,,yes,no
1115,1,Mobile Money,79.144444,District_B,Rural,male,30,4,primary 3,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,no,,no,no
1115,2,VSLA Account,79.144444,District_B,Rural,male,30,4,primary 3,no,yes,no,Company_A,,yes,yes,,yes,yes,yes,yes,no,no,,no,no
1116,1,Mobile Money,151.52198,District_C,Rural,female,40,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1116,2,Bank Account,151.52198,District_C,Rural,female,40,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1116,3,SACCO Account,151.52198,District_C,Rural,female,40,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1116,4,VSLA Account,151.52198,District_C,Rural,female,40,6,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1117,1,Mobile Money,543.09499,District_B,Rural,male,22,7,primary 5,no,yes,no,Company_A,,no,,,no,yes,no,no,no,yes,,no,no
1118,1,Mobile Money,213.87654,District_A,Urban,female,39,3,secondary 1,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1118,2,Bank Account,213.87654,District_A,Urban,female,39,3,secondary 1,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1118,3,VSLA Account,213.87654,District_A,Urban,female,39,3,secondary 1,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,no,no,no,yes,yes,no,no
1119,1,Mobile Money,385.67901,District_A,Urban,male,32,5,secondary 3,no,,no,Company_A Company_B,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no
1119,2,Bank Account,385.67901,District_A,Urban,male,32,5,secondary 3,no,,no,Company_A Company_B,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no
1119,3,Online Bank Account,385.67901,District_A,Urban,male,32,5,secondary 3,no,,no,Company_A Company_B,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no
1119,4,SACCO Account,385.67901,District_A,Urban,male,32,5,secondary 3,no,,no,Company_A Company_B,Company_A,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no
1120,1,Mobile Money,268.16,District_B,Rural,female,38,7,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,no,,no,no
1120,2,VSLA Account,268.16,District_B,Rural,female,38,7,primary 2,no,yes,no,Company_A Company_B,Company_B,yes,no,,yes,yes,yes,yes,no,no,,no,no
1121,1,SACCO Account,240.44482,District_C,Rural,female,35,5,,yes,yes,no,,,,,,no,yes,no,yes,no,no,,no,no
1122,1,SACCO Account,755.76665,District_B,Rural,female,66,2,,yes,yes,no,,,,no,,no,no,no,,,yes,,no,no
1122,2,VSLA Account,755.76665,District_B,Rural,female,66,2,,yes,yes,no,,,,no,,no,no,no,,,yes,,no,no
1123,1,None,133.36605,District_A,Rural,female,43,7,primary 2,no,yes,no,,,,,,,,,,,,,,
1124,1,Mobile Money,155.75499,District_A,Urban,female,29,4,primary 6,no,yes,no,Company_A Company_B,Company_A,,no,,yes,no,no,yes,no,yes,yes,no,no
1124,2,Bank Account,155.75499,District_A,Urban,female,29,4,primary 6,no,yes,no,Company_A Company_B,Company_A,,no,,yes,no,no,yes,no,yes,yes,no,no
1124,3,VSLA Account,155.75499,District_A,Urban,female,29,4,primary 6,no,yes,no,Company_A Company_B,Company_A,,no,,yes,no,no,yes,no,yes,yes,no,no
1125,1,Mobile Money,471.62469,District_C,Rural,male,48,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1125,2,Bank Account,471.62469,District_C,Rural,male,48,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1125,3,SACCO Account,471.62469,District_C,Rural,male,48,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1125,4,VSLA Account,471.62469,District_C,Rural,male,48,5,primary 6,no,yes,no,Company_A Company_B,Company_B,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1126,1,Mobile Money,139.45541,District_C,Rural,female,26,2,primary 5,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,no,,no,no
1127,1,Mobile Money,191.77369,District_C,Rural,male,42,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,yes,no,no
1127,2,SACCO Account,191.77369,District_C,Rural,male,42,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,yes,no,no
1127,3,VSLA Account,191.77369,District_C,Rural,male,42,5,primary 5,no,yes,no,Company_B,,yes,no,,no,yes,no,no,no,yes,yes,no,no
1128,1,SACCO Account,2143.4098,District_B,Rural,female,40,5,primary 1,no,yes,no,,,,,,,,,,,,,,
1128,2,VSLA Account,2143.4098,District_B,Rural,female,40,5,primary 1,no,yes,no,,,,,,,,,,,,,,
1129,1,None,152.91837,District_C,Rural,female,52,2,,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,yes,no
1130,1,SACCO Account,214.48889,District_C,Rural,male,23,2,primary 3,no,yes,no,,,,,,,,,,,,,,
1130,2,VSLA Account,214.48889,District_C,Rural,male,23,2,primary 3,no,yes,no,,,,,,,,,,,,,,
1131,1,Mobile Money,136.87333,District_B,Rural,female,23,3,primary 4,no,yes,no,Company_B,,no,no,,yes,yes,no,yes,no,no,,no,no
1131,2,VSLA Account,136.87333,District_B,Rural,female,23,3,primary 4,no,yes,no,Company_B,,no,no,,yes,yes,no,yes,no,no,,no,no
1132,1,Mobile Money,406.1418,District_B,Rural,female,28,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1132,2,Bank Account,406.1418,District_B,Rural,female,28,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1132,3,VSLA Account,406.1418,District_B,Rural,female,28,2,university,no,yes,no,Company_A Company_B,Company_A,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1133,1,Mobile Money,152.79772,District_B,Rural,male,25,3,secondary 4,no,yes,no,Company_A Company_C,Company_A,yes,yes,,yes,no,yes,yes,no,no,,yes,no
1133,2,SACCO Account,152.79772,District_B,Rural,male,25,3,secondary 4,no,yes,no,Company_A Company_C,Company_A,yes,yes,,yes,no,yes,yes,no,no,,yes,no
1133,3,VSLA Account,152.79772,District_B,Rural,male,25,3,secondary 4,no,yes,no,Company_A Company_C,Company_A,yes,yes,,yes,no,yes,yes,no,no,,yes,no
1134,1,VSLA Account,1780.5102,District_B,Rural,female,42,7,primary 4,yes,yes,no,,,,,,no,yes,yes,no,,yes,,yes,no
1135,1,SACCO Account,232.76503,District_B,Rural,male,23,5,primary 5,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,no,no
1135,2,VSLA Account,232.76503,District_B,Rural,male,23,5,primary 5,yes,yes,no,,,,no,,no,yes,no,no,no,yes,,no,no
1136,1,Mobile Money,178.77333,District_B,Rural,male,28,4,secondary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,yes,yes,no,no
1136,2,VSLA Account,178.77333,District_B,Rural,male,28,4,secondary 6,no,yes,no,Company_B,,yes,,,no,yes,no,no,no,yes,yes,no,no
1137,1,None,1110.0057,District_C,Rural,female,50,3,primary 6,no,yes,no,,,,,,,,,,,,,,
1138,1,Mobile Money,172.01519,District_C,Rural,female,38,5,primary 6,no,yes,no,Company_B,,yes,,,no,no,no,no,no,no,,no,no
1138,2,SACCO Account,172.01519,District_C,Rural,female,38,5,primary 6,no,yes,no,Company_B,,yes,,,no,no,no,no,no,no,,no,no
1138,3,VSLA Account,172.01519,District_C,Rural,female,38,5,primary 6,no,yes,no,Company_B,,yes,,,no,no,no,no,no,no,,no,no
1139,1,None,1136.1956,District_B,Rural,female,88,2,,no,yes,,,,,,,,,,,,,,,
1140,1,Mobile Money,190.22255,District_B,Rural,male,34,4,primary 6,no,,no,Company_A,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1140,2,VSLA Account,190.22255,District_B,Rural,male,34,4,primary 6,no,,no,Company_A,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1141,1,Mobile Money,556.01975,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
1141,2,Bank Account,556.01975,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
1141,3,VSLA Account,556.01975,District_C,Rural,male,31,3,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,no,no,yes,,no,no
1142,1,Mobile Money,108.19048,District_A,Urban,female,42,4,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,no,,no,no
1142,2,Bank Account,108.19048,District_A,Urban,female,42,4,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,no,,no,no
1142,3,SACCO Account,108.19048,District_A,Urban,female,42,4,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,no,,no,no
1142,4,VSLA Account,108.19048,District_A,Urban,female,42,4,primary 6,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,no,no,,no,no
1143,1,Mobile Money,216.98201,District_A,Rural,male,38,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1143,2,Bank Account,216.98201,District_A,Rural,male,38,7,primary 6,no,yes,no,Company_A,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1144,1,VSLA Account,455.25126,District_B,Rural,female,35,6,,yes,yes,no,,,,,,no,no,no,,no,no,,no,no
1145,1,Mobile Money,878.55082,District_B,Rural,female,24,7,primary 2,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
1145,2,VSLA Account,878.55082,District_B,Rural,female,24,7,primary 2,no,yes,no,Company_B,,yes,no,no,no,yes,no,no,no,yes,,no,no
1146,1,Mobile Money,1265.1185,District_B,Rural,female,18,8,primary 5,no,yes,no,Company_B,,yes,no,no,yes,yes,no,no,no,no,no,no,no
1147,1,SACCO Account,195.45023,District_B,Rural,female,31,4,primary 6,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no
1147,2,VSLA Account,195.45023,District_B,Rural,female,31,4,primary 6,yes,yes,no,,,,no,,yes,yes,yes,no,no,no,,no,no
1148,1,Mobile Money,419.68239,District_B,Rural,male,19,3,secondary 1,no,yes,no,Company_A,,no,no,,no,no,no,yes,no,yes,,no,no
1148,2,VSLA Account,419.68239,District_B,Rural,male,19,3,secondary 1,no,yes,no,Company_A,,no,no,,no,no,no,yes,no,yes,,no,no
1149,1,Mobile Money,85.550617,District_A,Rural,female,42,3,,no,yes,no,Company_A,,,,,no,no,no,no,no,yes,,no,no
1149,2,Bank Account,85.550617,District_A,Rural,female,42,3,,no,yes,no,Company_A,,,,,no,no,no,no,no,yes,,no,no
1149,3,SACCO Account,85.550617,District_A,Rural,female,42,3,,no,yes,no,Company_A,,,,,no,no,no,no,no,yes,,no,no
1149,4,VSLA Account,85.550617,District_A,Rural,female,42,3,,no,yes,no,Company_A,,,,,no,no,no,no,no,yes,,no,no
1150,1,Mobile Money,196.75322,District_B,Rural,female,20,3,secondary 3,no,yes,yes,Company_A Company_C,Company_C,no,no,,yes,no,yes,yes,no,no,,no,yes
1150,2,SACCO Account,196.75322,District_B,Rural,female,20,3,secondary 3,no,yes,yes,Company_A Company_C,Company_C,no,no,,yes,no,yes,yes,no,no,,no,yes
1151,1,SACCO Account,235.81235,District_C,Rural,female,72,3,,yes,yes,no,,,,,,yes,yes,yes,,,no,,no,no
1151,2,VSLA Account,235.81235,District_C,Rural,female,72,3,,yes,yes,no,,,,,,yes,yes,yes,,,no,,no,no
1152,1,Mobile Money,317.59354,District_B,Rural,male,39,6,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1152,2,SACCO Account,317.59354,District_B,Rural,male,39,6,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1152,3,VSLA Account,317.59354,District_B,Rural,male,39,6,primary 4,no,yes,no,Company_A Company_B,Company_A,yes,no,no,no,yes,no,yes,no,yes,,yes,no
1153,1,None,880.44669,District_B,Rural,female,18,4,secondary 2,no,yes,no,,,,,,,,,,,,,,
1154,1,Mobile Money,331.73789,District_A,Urban,male,36,5,secondary 6,no,yes,,Company_A Company_B,Company_B,,,no,yes,no,yes,yes,no,yes,,no,no
1154,2,Bank Account,331.73789,District_A,Urban,male,36,5,secondary 6,no,yes,,Company_A Company_B,Company_B,,,no,yes,no,yes,yes,no,yes,,no,no
1154,3,VSLA Account,331.73789,District_A,Urban,male,36,5,secondary 6,no,yes,,Company_A Company_B,Company_B,,,no,yes,no,yes,yes,no,yes,,no,no
1155,1,Mobile Money,158.28939,District_C,Rural,male,40,7,primary 5,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1155,2,Bank Account,158.28939,District_C,Rural,male,40,7,primary 5,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1155,3,VSLA Account,158.28939,District_C,Rural,male,40,7,primary 5,no,yes,no,Company_A Company_B Company_C,Company_B,yes,no,,no,yes,no,no,no,yes,,no,no
1156,1,Mobile Money,270.93333,District_C,Rural,male,25,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,,no,no,yes,yes,yes,yes,no,yes,,no,no
1156,2,SACCO Account,270.93333,District_C,Rural,male,25,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,,no,no,yes,yes,yes,yes,no,yes,,no,no
1156,3,VSLA Account,270.93333,District_C,Rural,male,25,3,secondary 6,no,yes,no,Company_A Company_B,Company_B,,no,no,yes,yes,yes,yes,no,yes,,no,no
1157,1,Mobile Money,289.40952,District_A,Urban,male,32,8,university,no,,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1157,2,Bank Account,289.40952,District_A,Urban,male,32,8,university,no,,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1157,3,VSLA Account,289.40952,District_A,Urban,male,32,8,university,no,,no,Company_A Company_B,Company_A,yes,no,yes,yes,yes,no,yes,no,yes,,no,no
1158,1,Mobile Money,308.39283,District_C,Rural,male,54,4,tvet,no,yes,no,Company_B,,no,,,yes,no,no,no,no,yes,,no,no
1158,2,SACCO Account,308.39283,District_C,Rural,male,54,4,tvet,no,yes,no,Company_B,,no,,,yes,no,no,no,no,yes,,no,no
1159,1,Mobile Money,406.1418,District_B,Rural,female,35,5,primary 2,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
1159,2,VSLA Account,406.1418,District_B,Rural,female,35,5,primary 2,no,yes,no,Company_B,,yes,no,,yes,yes,yes,yes,no,yes,,yes,no
1160,1,Mobile Money,636.48986,District_C,Rural,female,50,4,primary 6,no,no,yes,Company_B,,yes,no,,no,yes,no,no,no,no,,yes,yes
1160,2,SACCO Account,636.48986,District_C,Rural,female,50,4,primary 6,no,no,yes,Company_B,,yes,no,,no,yes,no,no,no,no,,yes,yes
1160,3,VSLA Account,636.48986,District_C,Rural,female,50,4,primary 6,no,no,yes,Company_B,,yes,no,,no,yes,no,no,no,no,,yes,yes
1161,1,Mobile Money,592.41799,District_A,Rural,male,38,8,primary 3,no,yes,no,Company_A Company_B,Company_B,no,no,no,no,yes,no,no,no,yes,,no,no
1161,2,SACCO Account,592.41799,District_A,Rural,male,38,8,primary 3,no,yes,no,Company_A Company_B,Company_B,no,no,no,no,yes,no,no,no,yes,,no,no
1161,3,VSLA Account,592.41799,District_A,Rural,male,38,8,primary 3,no,yes,no,Company_A Company_B,Company_B,no,no,no,no,yes,no,no,no,yes,,no,no
1162,1,Mobile Money,305.83673,District_C,Rural,male,49,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,,no,yes
1162,2,Bank Account,305.83673,District_C,Rural,male,49,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,,no,yes
1162,3,SACCO Account,305.83673,District_C,Rural,male,49,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,,no,yes
1162,4,VSLA Account,305.83673,District_C,Rural,male,49,4,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,yes,yes,yes,yes,yes,,no,yes
1163,1,Mobile Money,325.47302,District_A,Rural,female,52,7,primary 2,no,yes,no,Company_A Company_B,Company_A,no,,,yes,no,no,yes,no,yes,,yes,no
1163,2,SACCO Account,325.47302,District_A,Rural,female,52,7,primary 2,no,yes,no,Company_A Company_B,Company_A,no,,,yes,no,no,yes,no,yes,,yes,no
1163,3,VSLA Account,325.47302,District_A,Rural,female,52,7,primary 2,no,yes,no,Company_A Company_B,Company_A,no,,,yes,no,no,yes,no,yes,,yes,no
1164,1,Mobile Money,180.51396,District_A,Urban,male,31,2,university,no,yes,no,Company_A,,no,no,yes,no,yes,no,yes,no,yes,,yes,no
1164,2,Bank Account,180.51396,District_A,Urban,male,31,2,university,no,yes,no,Company_A,,no,no,yes,no,yes,no,yes,no,yes,,yes,no
1165,1,Mobile Money,139.07911,District_C,Rural,male,25,3,secondary 3,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1165,2,SACCO Account,139.07911,District_C,Rural,male,25,3,secondary 3,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1165,3,VSLA Account,139.07911,District_C,Rural,male,25,3,secondary 3,no,yes,no,Company_B,,yes,no,no,yes,yes,yes,yes,no,yes,,no,no
1166,1,VSLA Account,170.7037,District_B,Rural,female,28,8,primary 3,yes,yes,no,,,,,,yes,no,no,no,no,no,,no,no
1167,1,Mobile Money,227.2,District_A,Urban,female,39,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes
1167,2,Bank Account,227.2,District_A,Urban,female,39,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes
1167,3,SACCO Account,227.2,District_A,Urban,female,39,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes
1167,4,VSLA Account,227.2,District_A,Urban,female,39,3,university,no,yes,no,Company_A Company_B,Company_A,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,yes
1168,1,None,4458.9971,District_C,Rural,female,35,7,,no,,,,,,,,,,,,,,,,
1169,1,VSLA Account,299.09807,District_B,Rural,female,49,5,primary 6,yes,yes,no,,,,,,no,no,no,yes,,no,,no,no
